16 22106 83718
12 18606 -146.25 63.61
6 18607 -186.68 4.34003
9 18607 -114.04 72.83
6 18608 -46.8 -2.82001
12 18608 -33.52 51.98
6 18609 -236.31 -7
10 18609 -239.18 165.77
15 18609 -201.26 164.25
6 18610 -152.79 -14.36
8 18610 56.29 -61.33
6 18611 -152.79 -14.36
12 18611 -131.87 41.96
6 18612 -39.32 -14.69
8 18612 145.79 -54.37
10 18612 -100.45 112.44
15 18612 -42.25 104.66
6 18613 213.48 -16.43
8 18613 342.86 -66.37
6 18614 -19.06 -17.4
12 18614 -7.08002 36.12
6 18615 320.3 -17.54
12 18615 352.99 19.17
6 18616 -313.1 -19.72
15 18616 -258.69 171.05
6 18617 -283.89 -23.02
12 18617 -244.92 34.81
6 18618 -171.17 -29.67
12 18618 -148.2 26.89
6 18619 4.41998 -29.93
8 18619 180.07 -65.24
6 18620 -119.46 -30.94
8 18620 82.39 -71.02
6 18621 219.96 -32.46
8 18621 348.01 -80.06
6 18622 192.7 -35.09
8 18622 327.3 -78.42
6 18623 3.86999 -35.95
12 18623 14.63 16.91
6 18624 -163.52 -36.28
12 18624 -141.89 20.35
6 18625 -163.86 -42.84
12 18625 -144.01 14.3
6 18626 -54.97 -45.56
12 18626 -43.56 8.35998
6 18627 122.42 -48.72
12 18627 136.85 -0.950012
6 18628 -228.16 -51.24
12 18628 -203.51 7.03998
6 18629 145.78 -66.53
8 18629 291.39 -99.9
6 18630 109.87 -73.13
8 18630 262.44 -101.96
12 18630 122.64 -25.66
6 18631 -33.77 -74.88
12 18631 -22.86 -21.68
6 18632 -444.05 -77.7
13 18632 119.1 -228.43
6 18633 94.11 -87.45
8 18633 250.2 -113.26
6 18634 -50.54 -90.48
12 18634 -41.62 -36.54
6 18635 -291.88 -90.91
12 18635 -268.07 -28.81
6 18636 251.82 -91.22
12 18636 271.09 -50.99
6 18637 362.12 -91.8
10 18637 289.29 -45.97
12 18637 389.51 -58.45
6 18638 195.2 -97.47
12 18638 209.07 -54.58
6 18639 -5.59003 -100.07
7 18639 -73.17 11.01
12 18639 2.04999 -47.97
15 18639 -28.03 -0.390015
6 18640 405.26 -100.64
12 18640 438.74 -70.12
6 18641 -92.05 -101.61
8 18641 102.12 -117.88
12 18641 -85.3 -45.45
6 18642 -10.9 -103.93
10 18642 -96.59 20.2
6 18643 54.11 -108.09
8 18643 218.74 -125.12
12 18643 60.69 -59.28
15 18643 28.95 -27.04
6 18644 130.77 -110.44
12 18644 140.16 -64.46
6 18645 -284.52 -112.47
12 18645 -265.43 -49.96
6 18646 249.44 -113.43
8 18646 372.66 -140.51
15 18646 266.08 -78.61
6 18647 77.14 -115.08
12 18647 83.64 -66.55
6 18648 401.37 -116.54
12 18648 434.73 -86.68
6 18649 254.82 -117.04
7 18649 152.71 -32.41
13 18649 579.77 -365.67
15 18649 273.16 -83.82
6 18650 378.68 -119.07
12 18650 410.39 -88.3
6 18651 -23.09 -121.21
8 18651 157.32 -132.55
6 18652 117.02 -126.03
12 18652 124.45 -79.88
6 18653 -212.72 -128.15
12 18653 -199.67 -68.01
6 18654 -78.56 -129.63
8 18654 112.76 -140.95
6 18655 -473.43 -138.07
7 18655 -346.26 48.26
10 18655 -348.85 120.79
15 18655 -319.58 107.78
6 18656 68.62 -139.04
8 18656 230.37 -148.56
10 18656 -33.34 -31.22
12 18656 73.96 -90.74
15 18656 36.79 -64.38
6 18657 373.24 -146.98
12 18657 406.12 -115.08
6 18658 321.89 -147.23
12 18658 339.85 -112.28
6 18659 313.89 -154.35
8 18659 425.73 -170.11
10 18659 205.72 -103.11
12 18659 330.59 -118.93
15 18659 318.95 -147.97
6 18660 318.8 -155.16
8 18660 429.56 -170.75
6 18661 361.75 -159.54
12 18661 391.91 -128.44
6 18662 -191.98 -168.15
12 18662 -186.26 -108.03
6 18663 -134.92 -176.5
10 18663 -222.82 -20.59
12 18663 -134.22 -118.87
15 18663 -183.76 -53.03
6 18664 -77.42 -185.05
10 18664 -176.74 -41.95
12 18664 -77.81 -130.65
6 18665 110.01 -185.5
12 18665 113.25 -140.75
6 18666 47.94 -192.29
12 18666 48.26 -143.88
6 18667 228.98 -192.91
7 18667 110.38 -96.56
12 18667 237.45 -154.13
6 18668 -70.1 -194.39
7 18668 -143.02 -61.7
12 18668 -72.87 -139.95
6 18669 260.32 -205.5
9 18669 262.61 -56.51
12 18669 273.6 -169.04
6 18670 50.3 -208.48
7 18670 -49.22 -89.01
12 18670 46.65 -160.11
6 18671 253.81 -214.15
9 18671 257.86 -64.4
12 18671 266.5 -178.01
6 18672 352.62 -216.09
12 18672 382.27 -186.9
6 18673 -148.77 -217.3
12 18673 -145.8 -159.4
6 18674 244.85 -219.11
7 18674 127.79 -118.51
6 18675 352.96 -220.22
12 18675 384.02 -192.19
6 18676 6.84998 -222.24
7 18676 -89.69 -95.79
12 18676 -0.450012 -171.92
6 18677 214.93 -225.73
12 18677 223.26 -187.74
6 18678 250.97 -228.34
12 18678 264.17 -192.74
6 18679 293.3 -232.83
12 18679 311.73 -199.93
6 18680 51.66 -246.7
7 18680 -46.02 -119.72
12 18680 50.81 -200.32
6 18681 -59.74 -248.94
12 18681 -59.34 -196.28
15 18681 -113.81 -147.2
6 18682 60.14 -249.35
7 18682 -39.28 -122.65
8 18682 222.69 -235.58
9 18682 109.65 -91.04
6 18683 45.88 -251.08
8 18683 211.69 -236.55
6 18684 45.88 -251.08
8 18684 211.69 -236.55
6 18685 94.39 -265.39
12 18685 95.82 -221.9
13 18685 431.45 -448.34
6 18686 94.39 -265.39
12 18686 95.82 -221.9
13 18686 431.45 -448.34
6 18687 212.74 -266.44
8 18687 344.14 -262.32
9 18687 227.91 -111.3
12 18687 223.13 -229.69
6 18688 27.99 -268.36
8 18688 196.37 -252.13
9 18688 84.02 -110.68
12 18688 27.42 -221.07
6 18689 -208.03 -280.43
8 18689 4.82001 -271.62
9 18689 -119.19 -154.7
6 18690 -22.09 -287.75
12 18690 -21.29 -237.74
15 18690 -76.41 -196.28
6 18691 -153.89 -287.89
13 18691 252.68 -420.34
6 18692 237.73 -290.99
12 18692 251.96 -256.52
6 18693 235.69 -294.23
12 18693 248.85 -259.35
6 18694 -153.65 -294.38
12 18694 -146.31 -237.05
6 18695 -150.14 -296.16
7 18695 -193.95 -128.32
8 18695 51.17 -281.72
9 18695 -66.29 -158.71
10 18695 -227.03 -115.85
13 18695 255.08 -426.95
6 18696 247.26 -297
12 18696 261.9 -262.93
6 18697 -196.6 -298.12
8 18697 13.42 -288.01
12 18697 -180.45 -239.44
6 18698 76.9 -304.58
8 18698 235.45 -288.13
6 18699 62.1 -306.12
8 18699 223.44 -288.66
9 18699 111.63 -147.55
6 18700 -89.55 -309.46
12 18700 -84.61 -256.36
6 18701 -89.55 -309.46
7 18701 -150.49 -147.3
13 18701 294.95 -446.94
6 18702 225.26 -310.75
8 18702 353.51 -304.34
12 18702 238.43 -276.1
6 18703 -578.27 -317.72
15 18703 -498.44 -60.52
6 18704 295.75 -317.63
12 18704 314.79 -287.47
6 18705 58.23 -320.73
12 18705 61.58 -276.44
6 18706 -33.03 -323.2
8 18706 145.11 -303.61
6 18707 203.36 -329.04
8 18707 335.22 -318.93
6 18708 103.79 -330.8
12 18708 108.33 -289.59
6 18709 -539.29 -336.47
7 18709 -443.23 -103.39
8 18709 -251.73 -327.57
6 18710 -76.74 -339.08
9 18710 -3.90997 -189.21
12 18710 -71.38 -286.77
6 18711 -76.74 -339.08
12 18711 -71.38 -286.77
6 18712 83.62 -339.95
8 18712 239.27 -320.11
6 18713 198.11 -346.03
8 18713 331.08 -334.44
12 18713 210.22 -310.23
6 18714 298.6 -362.38
12 18714 319.98 -330.91
6 18715 27.6 -364.76
12 18715 32.87 -319.01
6 18716 -121.2 -370.55
9 18716 -42.01 -227.42
6 18717 134.53 -386.55
12 18717 143.33 -347.56
15 18717 97.79 -337.25
6 18718 147.38 -395.94
12 18718 156.82 -358.49
6 18719 210.74 -402.69
9 18719 235.65 -227.74
6 18720 22.72 -408.97
15 18720 -20.75 -326.15
6 18721 -153.36 -423.78
12 18721 -148.11 -365.81
6 18722 -178.42 -428.94
7 18722 -222.32 -227.54
6 18723 176.46 -435.73
12 18723 178.17 -400.34
6 18724 -474.63 -447.35
7 18724 -425.88 -199.45
6 18725 1.95001 -452.69
12 18725 -1.21002 -405.76
6 18726 -545.51 -456.31
10 18726 -532.25 -154.01
15 18726 -534.77 -212.38
6 18727 160.68 -459.92
12 18727 163.87 -423.28
6 18728 168.87 -462.46
12 18728 172.05 -426.16
6 18729 137.48 -467.22
12 18729 141.36 -429.22
6 18730 0.5 -476.12
12 18730 -0.919983 -428.75
6 18731 177.89 -476.6
12 18731 181.09 -441.36
6 18732 173.16 -480.38
12 18732 176.57 -444.77
6 18733 12.76 -487.66
12 18733 12.03 -440.78
6 18734 -1.96997 -488.21
12 18734 -2.46997 -440.33
6 18735 7.5 -488.09
12 18735 7.14002 -440.89
6 18736 7.5 -488.09
12 18736 7.14002 -440.89
6 18737 495.68 -501.07
7 18737 322.25 -377.55
10 18737 336.41 -460.91
12 18737 512.38 -486.33
6 18738 -188.18 -532.33
12 18738 -188.13 -469.86
6 18739 451.5 -534.42
7 18739 275.43 -400.11
9 18739 435.43 -324.87
6 18740 435.82 -537.42
10 18740 260.41 -480.15
6 18741 142.47 -555.73
10 18741 -25.04 -417.95
6 18742 -352.48 -565.09
15 18742 -419.69 -377.68
6 18743 -263.94 -586.38
15 18743 -351.16 -424.87
6 18744 477.43 -596.68
7 18744 279.54 -458.26
6 18745 -335.8 -599.39
7 18745 -364.28 -339.85
15 18745 -421.04 -417.75
6 18746 -272.77 -605.42
7 18746 -319.09 -353.78
15 18746 -366.99 -442.5
6 18747 577.23 -614.47
7 18747 358.65 -488.46
6 18748 -282.69 -616.21
7 18748 -328.97 -360.91
10 18748 -396.47 -359.14
15 18748 -381.3 -450.99
6 18749 330.71 -622.01
7 18749 149.76 -457.88
10 18749 120.31 -532.24
12 18749 323.63 -600.23
6 18750 529.78 -624.3
10 18750 306.25 -595.58
6 18751 504.74 -638.83
7 18751 289.54 -498.5
10 18751 274.31 -601.99
6 18752 405.94 -642.65
7 18752 206.45 -486.69
6 18753 517.06 -645.18
7 18753 298.71 -505.95
6 18754 234.26 -646.56
12 18754 219.77 -618.72
6 18755 372.34 -660.28
7 18755 173.03 -496.89
6 18756 388.12 -663.18
7 18756 185.75 -501.59
6 18757 358.67 -671.11
7 18757 158.95 -504.44
10 18757 121.69 -588.99
6 18758 358.67 -671.11
7 18758 158.95 -504.44
6 18759 505.68 -673.44
7 18759 280.76 -528.85
6 18760 478.95 -678.39
7 18760 256.72 -528.84
6 18761 297.3 -680.17
7 18761 105.39 -502.39
6 18762 474.23 -682.62
7 18762 251.55 -531.79
6 18763 303.15 -683.41
7 18763 109.61 -505.91
6 18764 -64.7 -689.88
7 18764 -185.07 -453.6
6 18765 150.3 -690.78
7 18765 -16.59 -487.98
10 18765 -73.51 -545.26
6 18766 494.32 -691.58
7 18766 266 -542.89
6 18767 370.63 -691.93
7 18767 162.45 -523.5
6 18768 -217.04 -692.33
7 18768 -300.33 -432.22
10 18768 -377.41 -444.81
15 18768 -360.07 -551.16
6 18769 -88.91 -701.94
10 18769 -279.7 -488.28
6 18770 -71.7 -705.91
10 18770 -267.15 -496.41
6 18771 -62.23 -707.31
9 18771 43.38 -472.84
6 18772 432.07 -711.14
7 18772 208.41 -549.7
6 18773 302.78 -718.04
7 18773 99.43 -534.96
6 18774 111.12 -718.65
7 18774 -55.15 -504.99
6 18775 525.86 -724.39
7 18775 283.03 -575.8
6 18776 160.64 -777.92
7 18776 -31.98 -561.31
6 18777 214.4 -778.19
7 18777 11.01 -571.39
6 18778 57.76 -785.79
7 18778 -115.63 -551.27
6 18779 -102.33 -838.44
7 18779 -251.26 -567.96
6 18780 -479.47 861.16
11 18780 172.22 -52.71
6 18781 -35.82 860.31
13 18781 540.57 368.4
6 18782 -37.74 854.25
11 18782 531.4 -73.79
13 18782 538.18 363.83
14 18782 733.93 -15.73
6 18783 -556.26 844.05
8 18783 -195.06 414.92
6 18784 207.53 835.82
8 18784 310.01 418.8
9 18784 100.65 551.91
11 18784 619.88 -108.92
6 18785 -338.64 828.34
8 18785 -55.57 384.49
6 18786 284.73 823.66
8 18786 364.01 417.16
6 18787 -8.58002 819.6
8 18787 159.46 345.95
11 18787 556.6 -97.57
13 18787 558.1 340.51
14 18787 759.44 -43.04
6 18788 129.15 815.26
8 18788 248.95 328.79
6 18789 129.15 815.26
8 18789 248.95 328.79
6 18790 -152.53 812.63
11 18790 431.31 -96.12
13 18790 448.34 341.68
14 18790 626.03 -39.37
6 18791 296.59 810.69
8 18791 372.4 409.42
9 18791 167.15 542.66
6 18792 122.76 804.93
8 18792 244.76 323.13
6 18793 -207.75 768.18
8 18793 28.54 334.1
6 18794 -547.39 756.41
11 18794 113.09 -112.61
14 18794 284.35 -54.97
6 18795 -472.16 752.45
11 18795 169.75 -118.75
6 18796 -535.58 744.58
8 18796 -187.15 350.93
6 18797 65.23 743.02
8 18797 207.5 289.51
6 18798 408.23 740.25
9 18798 259.15 534.06
6 18799 -133.71 739.29
11 18799 444.43 -145.24
6 18800 -133.71 739.29
11 18800 444.43 -145.24
6 18801 -63.99 737.82
11 18801 505.89 -150.32
6 18802 46.67 736.09
8 18802 195.52 286.81
9 18802 -39.66 392.03
6 18803 -56.41 734.75
11 18803 512.08 -152.24
14 18803 708.43 -108.48
6 18804 -63.96 731.74
9 18804 -113.01 400.85
6 18805 484.87 728.45
8 18805 511.77 391.21
6 18806 550.51 725.02
8 18806 559.73 395.1
6 18807 562.65 716.05
8 18807 567.51 389.46
6 18808 332.92 714.59
8 18808 399.45 347.45
9 18808 196.97 480.18
6 18809 -207.92 713.41
8 18809 27.35 297.99
9 18809 -210.53 402.8
11 18809 380.65 -157.67
6 18810 229.74 713.12
8 18810 327.33 340.74
6 18811 455.56 702.39
9 18811 297.89 512.01
6 18812 -559.26 696.4
8 18812 -204.71 322.02
6 18813 -448.45 692.54
14 18813 358.7 -109
6 18814 -78.98 691.94
9 18814 -122.66 373.94
6 18815 -421.8 683.65
11 18815 203.69 -164.07
13 18815 243.89 270.12
6 18816 383.59 683.17
8 18816 439.19 353.16
6 18817 -51.66 679.95
11 18817 515.16 -190.39
6 18818 -419.13 679.75
13 18818 243.72 267.23
6 18819 293.82 672.57
8 18819 372.47 316.52
11 18819 681.21 -237.89
6 18820 305.7 672.52
8 18820 380.2 317.85
9 18820 179.45 447.18
6 18821 305.7 672.52
8 18821 380.2 317.85
9 18821 179.45 447.18
6 18822 -216.33 670.78
9 18822 -216.23 372.44
6 18823 -271.26 664.91
8 18823 -16.7 272.74
6 18824 -271.26 664.91
8 18824 -16.7 272.74
6 18825 -83.86 663.57
12 18825 78.23 619.14
6 18826 -50.65 663.51
8 18826 130.51 249.31
12 18826 110.36 617.6
6 18827 -124.49 662.65
9 18827 -153.34 357.44
6 18828 462.73 659.48
8 18828 497.33 341.48
6 18829 -65.4 658.93
9 18829 -112.95 349.03
12 18829 96.04 614.03
6 18830 -65.4 658.93
9 18830 -112.95 349.03
6 18831 -120.56 658.44
9 18831 -150.51 353.95
12 18831 42.65 616.19
13 18831 459.29 236.96
6 18832 -193.54 654.5
8 18832 35.33 257.89
9 18832 -200.08 358.83
6 18833 -404.43 648.19
8 18833 -105.34 275.04
9 18833 -345.9 377
6 18834 -404.43 648.19
9 18834 -345.9 377
6 18835 -574.64 646.42
8 18835 -217.81 291.23
6 18836 -112.32 641.42
8 18836 90.09 241.56
6 18837 460.83 632
9 18837 305.88 461.69
6 18838 -344.13 631.22
11 18838 260.86 -203.45
13 18838 293.48 231.96
6 18839 -239.8 631.54
8 18839 3.83002 246.97
6 18840 -476.36 628.57
11 18840 157.36 -195.52
6 18841 -97.89 628.44
8 18841 98.86 230.75
12 18841 64.81 588.27
13 18841 474.47 215.98
14 18841 662.8 -190.05
6 18842 452.73 626.82
8 18842 490.57 317.46
9 18842 300.28 457.23
6 18843 -378.23 618.49
8 18843 -89.25 253.74
9 18843 -326.64 352.92
6 18844 -294.86 597.96
9 18844 -269.28 328.56
12 18844 -127.05 569.64
6 18845 -317.46 596.23
9 18845 -285.78 328.97
6 18846 -271.3 595.97
12 18846 -103.62 567.27
6 18847 464.59 578.45
9 18847 311.48 423.19
6 18848 -243.09 577.44
12 18848 -77.02 550.1
6 18849 -238.8 575.13
8 18849 3.17999 211.02
12 18849 -73.43 547.46
6 18850 192.77 566.95
8 18850 302.25 235.93
9 18850 99.73 355.94
12 18850 301.65 555.9
6 18851 -451.3 565.71
9 18851 -379.19 320.44
11 18851 172.42 -237.64
6 18852 -210.5 565.46
14 18852 552.87 -230.24
6 18853 -284.49 556.8
12 18853 -117.58 533.18
6 18854 -229.63 546.05
9 18854 -224.46 281.57
12 18854 -63.26 519.65
14 18854 533.64 -244.22
6 18855 -218.83 541.13
9 18855 -216.61 278.53
6 18856 -378.05 540.44
8 18856 -91.52 200.79
9 18856 -328.1 294.05
12 18856 -207.08 521.77
6 18857 -384.46 536.55
12 18857 -213.27 518.83
6 18858 419.46 532.21
9 18858 280.08 383.57
6 18859 323.16 530.06
9 18859 198.5 344.28
6 18860 -229.84 526.68
9 18860 -224.57 268.22
6 18861 -521.03 525.79
12 18861 -345.27 514.3
6 18862 389.51 523.63
7 18862 424.09 516.38
9 18862 258.34 373.41
11 18862 721.58 -377.24
12 18862 474.08 530.58
6 18863 417.74 522.54
8 18863 468.09 240.83
9 18863 279.37 376.12
11 18863 744.41 -382.72
12 18863 501.95 529.59
6 18864 434.25 522.32
8 18864 479.45 241.88
12 18864 516.9 530.45
6 18865 542.75 510.62
9 18865 373.45 381.98
6 18866 411.35 507.2
8 18866 463.25 229.37
9 18866 275.73 363.87
10 18866 618.05 592.48
11 18866 739.75 -395.21
12 18866 495.11 514.95
6 18867 448.5 484.32
9 18867 304.55 351.04
6 18868 382.65 483.11
7 18868 415.94 481.93
9 18868 255.27 342.7
12 18868 468.14 489.84
13 18868 791.71 73.38
6 18869 -499.53 475.45
12 18869 -324 467.97
6 18870 -511.81 471.8
12 18870 -335.9 465.21
6 18871 298.32 465.56
12 18871 399.3 461.95
6 18872 303.56 463.6
9 18872 186.7 292.72
12 18872 404.73 460.09
6 18873 -541.8 458.47
12 18873 -364.64 454.36
6 18874 193.17 456.29
7 18874 287.75 473.73
9 18874 102.96 273.43
12 18874 303.03 450.56
6 18875 -474.81 447.23
9 18875 -396.95 233.77
6 18876 -474.81 447.23
9 18876 -396.95 233.77
6 18877 437.23 442.13
9 18877 298.27 318.17
6 18878 358.78 436.24
8 18878 426.48 173.77
9 18878 239.44 303.66
10 18878 558.26 527.49
6 18879 131.15 433.57
7 18879 240.32 459.62
6 18880 441.82 425.98
7 18880 459.75 427.17
8 18880 487.54 172.22
9 18880 302.58 306.27
10 18880 634.5 501.01
12 18880 524.79 434.9
15 18880 839.43 574.03
6 18881 441.82 425.98
9 18881 302.58 306.27
12 18881 524.79 434.9
6 18882 375.51 419.17
9 18882 253.18 292.89
12 18882 461.57 426.54
6 18883 163.72 404.57
12 18883 276.47 400.11
6 18884 276 388.19
12 18884 378.98 385.55
6 18885 489.49 382.44
8 18885 523.53 143.21
9 18885 340.88 278.49
12 18885 570.85 392.43
6 18886 -502.1 377.14
8 18886 -181.55 102.8
6 18887 501.98 375.2
8 18887 532.64 138.49
9 18887 350.39 274.91
6 18888 141.73 374.55
7 18888 245.13 410.34
13 18888 609.36 17.82
15 18888 558.18 580.78
6 18889 139.08 369.5
7 18889 243.15 406.39
13 18889 607.39 14.43
14 18889 843.02 -448.53
15 18889 555.09 575.26
6 18890 369.4 362.93
7 18890 398.64 379.53
9 18890 251.09 248.4
10 18890 557.79 450.92
12 18890 456.52 371.91
15 18890 748.66 512.23
6 18891 470.95 363.07
8 18891 510.36 127.2
12 18891 553.01 372.48
6 18892 375.63 357.78
8 18892 439.08 116.74
9 18892 255.32 245.65
10 18892 561.5 444.51
11 18892 714.95 -518.37
6 18893 535.8 354.42
7 18893 529.34 357.35
9 18893 376.23 263.89
6 18894 393.82 345.06
9 18894 270.51 238.02
6 18895 -437.44 338.78
9 18895 -370.98 146.57
6 18896 -566.77 333.1
9 18896 -463.89 154.48
6 18897 -284.88 333.01
12 18897 -130.04 335.38
13 18897 301.46 30.97
14 18897 451.27 -413.8
6 18898 -189.37 325.54
9 18898 -182.43 145.98
13 18898 366.43 16.54
14 18898 534.02 -435.43
6 18899 -406.02 324.74
13 18899 219.75 36.54
14 18899 348.85 -402.7
6 18900 -308.14 313.43
9 18900 -271.23 136
14 18900 428.13 -427.13
6 18901 -200.6 293.6
7 18901 -28.26 371.92
11 18901 307.4 -457.94
6 18902 500.62 292.23
9 18902 354.29 210.67
12 18902 582.06 302.31
6 18903 -267.76 286.52
13 18903 304.57 -2.21997
14 18903 455.51 -456.53
6 18904 -186.78 286.6
7 18904 -20.31 365.08
6 18905 571.89 283.84
8 18905 587.84 74.75
12 18905 651.03 294.03
6 18906 -194.27 282.8
12 18906 -55.98 291.51
13 18906 354.89 -12.73
6 18907 -207.88 281.83
13 18907 345.33 -11.66
14 18907 507.8 -470.81
6 18908 469.27 277.62
7 18908 471.85 297.8
8 18908 510.58 62.94
9 18908 331.42 195.88
12 18908 551.32 287.8
13 18908 845.51 -91.2
15 18908 845.5 384.94
6 18909 -318.48 275.93
7 18909 -123.26 366.4
6 18910 530.92 261.34
8 18910 556.93 54.03
9 18910 378.47 191.08
12 18910 610.98 271.51
6 18911 348.46 261.08
7 18911 376.42 296.53
8 18911 421.93 41.51
12 18911 437.66 270.53
6 18912 -306.27 259.81
7 18912 -118.59 352.81
9 18912 -265.51 107.3
13 18912 274.03 -16.8
14 18912 417.03 -473.89
6 18913 329.6 259.43
8 18913 407.04 39.2
12 18913 419.36 268.9
6 18914 486.1 257.23
8 18914 523.75 48.18
9 18914 344.78 181.66
6 18915 112.1 241.34
12 18915 158.61 283.67
6 18916 116.77 241.37
12 18916 163.01 283.39
6 18917 415.01 238.58
12 18917 499.9 248.75
6 18918 156.73 221.49
12 18918 197.87 265.26
6 18919 -307.66 217.91
9 18919 -262.61 84.58
6 18920 404.36 216.53
12 18920 489.67 226.59
6 18921 584.59 210.11
8 18921 599.25 18.02
9 18921 422.96 157.24
6 18922 566.63 210.05
8 18922 585.35 17.32
9 18922 408.94 154.67
6 18923 196.16 203.15
10 18923 213.83 289.54
13 18923 581.9 -116.56
15 18923 328.6 316.56
6 18924 377.49 191.9
12 18924 464.61 201.72
6 18925 -401.56 191.06
14 18925 320.94 -516.69
6 18926 -107.53 189.33
14 18926 517.04 -574.28
6 18927 498.06 172.5
9 18927 358.97 115.39
12 18927 578.99 182.68
6 18928 131.03 171.15
12 18928 162.29 219.25
6 18929 342.76 169.63
12 18929 431.89 180.39
6 18930 148.73 162.99
7 18930 98.26 220.98
6 18931 526.66 161.2
8 18931 555.89 -23.88
6 18932 285.78 157.71
7 18932 271.54 211.28
6 18933 505.29 153.91
12 18933 586.01 163.77
6 18934 235.48 146.01
12 18934 273.35 188.75
6 18935 538.69 143.46
12 18935 618.15 153.26
6 18936 -131.76 138.48
7 18936 -133.95 226.87
13 18936 326.06 -123
6 18937 -356.96 138.19
9 18937 -293.52 39.86
13 18937 217.39 -93.94
14 18937 345.01 -571.44
6 18938 556.96 136.34
7 18938 531.06 168.56
8 18938 580.1 -40.42
9 18938 406 94.91
6 18939 179.89 135.98
10 18939 154.74 217.21
12 18939 209.88 182.3
13 18939 554.15 -165.61
6 18940 568.12 131.32
8 18940 587.46 -43.48
9 18940 414.24 92.48
12 18940 646.63 140.7
6 18941 -90.68 117.16
8 18941 106.58 38.3
12 18941 -66.07 172.31
13 18941 349.43 -143.4
6 18942 196.93 113.13
12 18942 226.08 159.5
6 18943 100.98 112.41
8 18943 255.21 37.52
10 18943 57.6 205.47
6 18944 578.6 99.35
8 18944 596.94 -68.94
12 18944 656.5 108.5
6 18945 109.98 96.73
12 18945 130.45 147.85
6 18946 581.45 95.3
9 18946 426.75 65.88
12 18946 659.1 104.47
6 18947 58.44 87.98
12 18947 76.65 140.46
6 18948 -253.78 79.92
8 18948 -19.14 -13.54
10 18948 -205.2 258.16
6 18949 142.91 76.44
8 18949 287.94 9.60001
6 18950 -407.23 71.77
9 18950 -327.97 -0.380005
6 18951 -58 71.28
12 18951 -39.73 126.54
6 18952 372.82 59.65
7 18952 313.9 113.59
10 18952 391.45 116.91
12 18952 423.32 89.57
13 18952 714.05 -248.15
15 18952 545.01 113.54
6 18953 259.97 58.7
12 18953 294.66 99.32
6 18954 -314.88 45.14
13 18954 199.83 -163.89
6 18955 267.91 44.21
12 18955 302.85 84.16
6 18956 377.64 42.72
7 18956 313.47 98.01
12 18956 426.59 73.3
6 18957 35.04 42.09
8 18957 204.87 -10.39
12 18957 49.59 95.05
6 18958 -124.37 38.57
12 18958 -103.83 94.82
6 18959 22.1 34.08
12 18959 35.7 87.4
6 18960 26.78 32.28
12 18960 39.72 85.5
6 18961 283.53 23.8
8 18961 394.59 -52
12 18961 319.61 62.01
6 18962 -407.76 21.97
9 18962 -324.21 -28.39
6 18963 -407.76 21.97
9 18963 -324.21 -28.39
6 18964 -301.06 15.71
12 18964 -252.31 71.56
6 18965 -291.99 12.17
12 18965 -245.92 67.81
6 18966 -384.38 10.63
8 18966 -117.1 -117.1
6 18967 260.12 7.04999
12 18967 289.98 47.39
13 18967 602.96 -272.31
6 18968 388.25 3.73999
12 18968 432.18 35.31
6 18969 -131.23 2
8 18969 73.68 -45.64
12 18969 -111.97 58.1
6 18970 257.47 1.85998
7 18970 175.99 71.19
12 18970 286.15 42.61
6 18971 -228.87 1.13
10 18971 -227.91 174.13
12 18971 -196.94 57.86
6 18972 52.22 0.859985
10 18972 -18.22 105.27
15 18972 52.87 95.85
6 18973 187.64 0.650024
13 18973 539.87 -266.7
6 18974 -165.08 -2.45001
8 18974 46.94 -53.63
6 18975 -161.05 -8.79999
8 18975 50.13 -57.52
12 18975 -138.7 47.79
6 18976 330.34 -9.36999
12 18976 364.95 27.18
6 18977 141.68 -23.01
8 18977 287.98 -64.06
6 18978 -64.44 -26.33
8 18978 125.68 -63.98
6 18979 -94.72 -28.23
12 18979 -80.11 27.24
6 18980 37.34 -32.03
12 18980 48.7 18.72
6 18981 -9.88001 -43.88
12 18981 1.82001 9.23999
6 18982 -188.19 -43.99
12 18982 -167.55 14.03
6 18983 146.75 -44.06
12 18983 162.41 1.81
6 18984 17.31 -46.8
12 18984 27.76 5.28003
6 18985 -80.15 -47.75
12 18985 -66.96 8.25
6 18986 -185.77 -55.16
12 18986 -167.72 3.09998
6 18987 -166.36 -54.95
8 18987 44.16 -89.45
6 18988 -81 -54.73
12 18988 -68.19 -0.679993
6 18989 -233.7 -55.5
9 18989 -149.68 25.1
6 18990 -33.67 -58.53
7 18990 -89.21 49.46
8 18990 149.34 -88.09
15 18990 -43.69 53.47
6 18991 362.25 -84.55
12 18991 392.35 -51.14
6 18992 -75.13 -97.48
12 18992 -67.86 -42.43
6 18993 -245.25 -101.6
7 18993 -251.02 38.67
6 18994 154.21 -109.14
12 18994 164.3 -64.15
6 18995 143.61 -111.09
12 18995 152.94 -65.53
6 18996 -286.91 -120.18
8 18996 -51.53 -135.96
12 18996 -269.78 -56.95
6 18997 72.41 -120.42
8 18997 234.01 -132.92
12 18997 77.68 -71.92
6 18998 -222.09 -122.58
8 18998 -0.599976 -138.11
6 18999 111.02 -135.02
15 18999 84.59 -70.95
6 19000 -247.99 -149.33
9 19000 -153.41 -39.6
6 19001 208.75 -170.56
7 19001 96.73 -74.81
6 19002 -228.84 -174.38
