16 22106 83718
-35.59035943845633
-62.62871340443765
31.48398186005765
-43.9754182950138
-53.0019398226828
42.93597250241076
-41.56482883283162
-54.84402746051909
48.47775745250058
-34.97762085852481
-48.20530510386161
-0.7035033511834606
-28.60306856182218
-53.9847526874006
15.61587782018514
-46.32085010319152
-75.0557874677374
6.326303118015542
-37.43046743800583
-69.14721476870409
5.916478835861342
-34.88356334957284
-73.95937350116809
2.806228192138822
-31.09172030363321
-64.15664932061173
26.91603204802355
-48.06509050425173
-71.73372044166847
3.985195068240743
-33.16960035313326
-69.36120982180871
6.633965774692706
-36.07991856513154
-52.22270785874285
12.56595906955858
-43.7732994523583
-68.51365989345126
4.277496313846626
-33.0659084608997
-64.61943186934407
28.72833959012918
-45.67646326427985
-53.6667110196093
42.85214653635801
-41.11204278732069
-74.49832012058661
13.25354729355086
-43.30723820654225
-57.07429212190911
42.11168894427468
-38.45541532474797
-54.17183158838665
34.64314612655788
-48.0536919704454
-52.99121142611229
42.94135821758115
-41.59289444929094
-66.11283063496639
25.83200114942727
-47.62583429780791
12.6740905348718
-12.78069671640938
30.56109914275517
11.98777786854453
-13.40885280973315
31.19242725493422
14.35853937448507
-17.24007496481519
29.31827402638145
-7.881442196740485
-30.23489988948406
38.29229979943602
22.50356264104956
38.81685174952858
-77.78178630445512
53.5818707485828
-6.798298155091206
-5.135016221275381
-13.53217892244327
-8.348373370524605
30.16135747909684
-14.69748144561573
-8.234354189805263
29.04290754724776
5.398056932113045
-12.95832107337146
34.73742977770045
6.22055870634282
-14.87329871072202
34.64557043165296
-2.583788735094939
-7.647001311224161
34.27783699181806
13.25908008220289
-22.93020134760776
32.54418987213142
2.445221915445698
50.1346522057428
-78.56812362250206
-36.0786136936556
41.41863731558058
-57.50427204775233
-46.54172771355962
40.46997668287297
-49.54102172618212
-69.00764931035437
4.744693065190787
-33.55717556779925
-49.32176576207839
10.48426427141374
-40.74292657924724
16.74222694269463
37.67300726794731
-76.25654048444264
30.18931813883933
35.8578947893678
-75.07733070717519
30.18931813883934
35.8578947893678
-75.07733070717524
19.12627019149268
39.41410119037365
-78.38353146184495
4.632577362008774
52.78925481655795
-77.54869415940098
30.41241900317738
63.11929810665757
-87.1291053224394
3.229374319090969
47.4360818426904
-81.84665053021686
8.584516785483613
55.70433663265032
-77.15773496428395
-9.530220909379544
48.61833900333668
-70.35545886682925
-40.88234427915069
51.78115203310825
-42.84593565334603
-34.62529434903817
49.13484076554469
-50.41992606873075
-40.11300235172651
42.41433453160005
-51.99057989595308
-22.67070332883096
54.83733590957938
-54.40506496315332
-30.90170837768845
44.898963732027
-57.31366097772913
0.1589623156582003
67.69609779332642
-61.21482441006187
-4.892540478538344
68.39139695821613
-56.34194698490904
6.044878735639744
50.05007319901694
-80.84465812033578
1.255710023667407
51.97419732659942
-73.97160092691075
-57.81995161411078
36.43342329697083
-43.47412621057973
-60.73872530810611
28.63454915714262
-48.58447373941779
-19.28408544521495
22.15459501878919
-56.13941995657954
-25.13546739859517
-20.73314100719822
29.16308591837454
-23.93557324937877
-21.23129833843801
29.51980336530137
-24.66197997331964
-54.8305424561186
31.42643760862644
-9.207446096912939
-18.29807736618712
34.5044957116823
-5.226317487254183
-10.34158546024826
34.92839428069293
11.89386448486355
-28.38443411051818
34.47540899593621
-39.30301250707246
44.8377916672475
-50.61224712113962
-12.64669069712734
54.1709801001393
-62.9572160835862
27.90888624167403
65.94706058616315
-76.83557386266371
6.191949789192225
-6.043279417788753
31.34179808242018
0.2372963274061938
-17.49264072689106
36.07510154365953
5.681200824599037
-17.82988602992552
34.96083590753904
2.680339954881385
-27.23856310725625
35.92389643296359
11.2008800132419
-32.86602408775148
33.56821972635983
11.2008800132419
-32.86602408775148
33.56821972635983
5.863479776820671
-6.803926805849332
31.91268387077757
-0.8920876233991019
-17.4968086376981
36.19838171589892
-5.864838466153263
-17.90412070712903
35.68521844559094
-1.470235833921813
-19.36120315033837
35.99895952630472
3.011343635280937
-21.02892647347803
34.99780173117735
1.601624917887922
-22.09373994501381
34.83059154193698
-12.65091766059414
-30.03778859894869
36.81681275026392
-1.958257460345274
-34.83151639383358
35.91347279817844
17.44307004527994
-42.97771310192646
26.618690104701
-5.063972188620983
-30.89352938336085
38.93278043964449
49.99673493038757
69.20630946508254
-97.21948398182433
9.793904657351963
57.42551262229644
-74.1567165088159
-11.85013814463684
-34.93955697505336
32.88473185370098
-65.19026692392394
28.81486079822529
-45.5705921488914
-7.585902720175294
-21.52817370599609
34.46146899280073
-8.597854512988219
-15.71746525522318
34.86132011832177
0.7848652375385569
-19.31967565837246
35.68557299948716
-54.2814090937451
-3.767857332010987
-25.34587407480629
-65.61836779150966
28.18222393343049
-45.32884049230508
-63.94752665458747
28.77676807292621
-46.14907580540619
-65.5062442521138
30.79209435354383
-42.2940488761486
-63.19210372479948
27.60620580235224
-47.95166494277393
-63.25637599420259
29.03811339242165
-46.19910686440413
-55.62803898018283
44.15085043017131
-39.34176242671445
-77.08007918725866
40.44138192828633
-26.18451660840108
-46.8093183624505
44.0763858232043
-56.2139956303764
-36.09040095947378
41.35112127685425
-57.43812758526256
16.50238257341232
49.68414710534484
-88.4528705997995
20.58095497723744
51.78483884209128
-90.69805716733983
49.12729366419675
35.03637305669644
-28.73946392125633
28.01236407882384
58.58540740496262
-90.32222898919214
42.93819203403633
62.33096169708208
-98.10608804213324
-0.1494457354551379
-22.50748576788657
34.98961020849782
7.962339188569373
-20.03788781549478
33.79144494436807
-0.1156965647961475
-8.128568908610225
34.36745114415097
0.6531614718590726
-22.60797276304477
34.84247414355876
-5.713718078469169
-30.52753927352898
38.58720098614231
51.71747236477882
-5.966661690519182
-8.790746246958809
6.441742277178073
-20.6758439542978
34.18568677917645
15.60095488822012
-28.29542991643633
33.94364855857107
11.35077762340727
-28.35589135961964
34.55585246164723
-10.21513682604357
-33.42241551490759
34.81587574839672
-3.030641388773978
-10.91255277099402
35.36710655070281
54.43572242868823
-7.977872287867168
-4.070348030713291
-5.093874312015709
-26.49074131409798
36.41499482335155
5.993120617448783
-21.02151864560355
34.24735547554395
0.8110720184997087
61.8031955379583
-66.58762898935504
0.7572156991613653
-21.52608136941826
35.21212494474154
5.015318638645157
-22.34995622662995
34.03494281498885
51.53223646360276
-2.837382662624484
-7.126776901054994
57.9954538206219
-21.08455604291173
-4.67195202866701
0.4607008159540628
-22.38651785615914
34.98980521034063
-1.618373358559687
-21.04851603805874
35.48718179830558
59.0886295688411
-26.91927693541834
-5.702371490223702
52.27645421431713
-0.9446893973546874
-4.155759780604751
6.50094939137183
-13.29425190453625
34.40686624303008
11.97642263780499
-36.73281589690721
29.18693145102351
3.061404599167675
-20.76318995846987
35.13175033848452
39.54284594422979
73.46629187461099
-85.87992795074042
52.27808551644824
-0.9425389856909405
-4.158745635988324
25.74495662451517
57.99732840787794
-89.95419298671071
3.381061860446896
-32.3700732880163
37.71445184884461
19.33979016176353
54.68749341970325
-87.54776808009301
46.07548997272147
64.32317559711646
-98.72346451428348
46.00687219747591
71.34315986323955
-92.1222242824069
46.59825901812044
67.86075253491549
-96.06589510363426
58.47584942729294
-25.91221918345905
-5.654300809840286
2.602089481303071
-27.01229538089208
36.03944208577912
1.416740861852473
-19.10701251102768
35.85720808382185
47.72170428404428
74.15891405426362
-90.59363043833727
42.86839561012457
75.05244758437075
-86.69130056214792
46.33975571022281
68.69088658112429
-94.7161451514317
-2.277413909633522
-26.38456578773049
36.80038284049793
3.610651602628344
-19.96792081297012
35.28089467654594
48.24918563727525
27.70068065457043
-35.08653354487164
48.30704897910622
5.698796709602599
-9.333736187066098
-4.824080440713537
-22.35475519181869
34.91294448012493
9.527254106912372
-29.36144544223264
35.94456439245362
4.709128519488955
-18.85970119254069
35.17728841532057
49.02011899179224
35.5277884860925
-28.83245905175686
58.46641271613887
-24.36059832161396
-5.640423973665884
48.56637698979775
26.9350516734768
-34.59904813971879
-3.695060123460507
-20.29510197337504
35.60313135634964
-6.891421166564632
-25.98979715232878
36.19621187312562
5.414860708020269
-22.12298156357051
34.02643296850692
-4.824150968654793
-22.35687807856747
34.91157268398239
43.43372728385824
73.89953885537705
-88.00668532829835
49.27183497183786
7.093569727460847
-5.574802104112282
5.763184855523019
-19.97394865030247
34.59707141934455
48.74872022621533
26.5378876269705
-34.78549345401261
8.063925594665422
-29.72905161015611
36.44979946805821
24.66572654660564
55.48182160097877
-90.52746836548184
52.56553568458443
-4.405390356570186
-5.882343841328538
18.86497632670828
57.31170529276056
-38.37678618109427
-20.27218482253343
-3.396276009011081
13.35399815681056
-11.52415674519149
-28.54687993810525
36.67734865479373
-18.28395516771473
-25.2873261301419
33.69814004138298
3.825054942467212
-36.22853648088102
34.15504032229828
48.85469357696704
11.68847698507986
-4.992702764943763
-21.2517692036985
-12.98192207883104
24.53399657932472
-10.54225329824797
-22.34924864022274
34.39801601418486
-4.941315050694942
-26.93398883494693
36.31429725076734
-13.52199273818521
-28.65693112414353
37.24286596066196
2.611150513895952
-41.16121211663588
29.93175397645812
-6.433052166854925
-30.56671899539511
38.46268590376192
-11.1084293359933
-29.70421885884992
37.68397529410652
-18.25098713854957
-25.99427251802209
34.5222942456041
-9.804634819361263
-31.45595714971664
36.86926429100216
-10.85378293708559
-30.48260319529662
37.21650370848409
-19.48988172266833
-27.19228877548741
32.88850874698132
41.16292637546067
67.89443047737856
-91.49219993620461
1.693707507522929
-38.29392816877083
32.23088188309445
52.54058913401824
-1.066369958860854
-3.569276990464697
52.54288131709649
-41.37453167678214
11.13091332942504
-44.64779369465352
46.32565308912154
-44.75688116032084
-61.08241615830061
41.2952294492336
-36.89233848338961
-38.61686291501795
48.94275645403889
-47.45717003700475
-57.61851107386021
48.32314968522555
-33.46222123388322
-13.88632803369479
-18.3031304264701
31.62980603758951
-14.60504005819258
-9.285398385443981
29.70983702514306
-11.94550040630603
-34.66001729369985
32.91823079485551
-11.12348329510808
-31.9298093987149
35.83625859916657
-15.79692844564939
-22.39223831448617
32.98354884589452
-22.45487947075916
-16.33809091755518
25.92986459678273
-18.82089315576675
-21.73608729890462
30.8264304157081
-14.14428017153361
-15.68556591542091
31.61673090330268
-20.10910454024581
-32.57208021320228
27.76667165069923
-16.19191342978966
-22.83199549221469
32.72655143253908
-11.01234848433025
-33.15455550087916
34.71085781159125
-15.53596834547007
-22.4649832403674
33.11517405735975
-12.64465609453371
-35.41602614188916
32.08227945014309
-13.38331606889751
-23.70817499805152
34.5407156143967
-17.52901219844042
-22.12828423452578
31.70311236954602
-8.782761642264553
-24.8223461390632
35.95651509701636
-8.74641699004099
-26.23389703192477
35.45972360952617
-15.45567407443458
-23.52787260739356
32.87904352773511
-15.45530626850036
-23.5272656586383
32.87914837837385
-7.225349964701343
-25.89031778013807
36.10882787997893
-12.44274863139808
-35.78101085913757
31.9693271681259
-9.241381799755738
-25.49785367430469
35.5565159156946
-13.4496155614673
-35.51930585725444
31.61049466997594
-12.61539169691459
-33.12984457850203
34.05603022853829
-19.46667835665232
-34.5925071734102
27.9677267502344
-9.112501967882093
-31.61083282174289
37.13657381620546
-5.739154669880605
-26.58103045996773
36.22353353046342
-17.59662152729743
-33.58358220600508
30.00018956020553
34.25742040619726
73.35185926003498
-81.75330633977892
-53.56589910474203
49.88051578541842
-34.89645392480476
-52.56472345720448
49.08328345150039
-36.31122605933508
-53.15232007123488
37.66490576488219
-46.2359856703197
-80.43225483532049
23.24000407631029
-37.5659632384398
-54.16540444855125
40.99442237267493
-42.5047848760055
-70.93466544082087
32.8604496430213
-35.03607146896589
-48.973308146214
45.30122948944914
-42.77033431095749
-51.53824123424946
44.60887520504155
-41.07501946139077
-35.74191784264072
34.37332749757179
-63.47523694186103
-44.65485554083342
46.33356265592347
-44.76776763452885
-42.13389661090677
16.30663132768677
-48.34948857501043
-52.25393981709794
42.09470399058195
-42.98000286016955
-42.74153418973888
47.20913159846513
-45.8604957321303
-43.0469040022265
39.19632259839957
-52.75006717241778
-36.71480545227543
37.56831439866122
-59.03593653524333
-55.62739711805708
41.58698723227037
-40.76730040940191
-61.03872469552586
41.26288377545158
-36.74146770336419
-75.20475709024952
34.77414102294263
-31.99290379785559
-62.49093775698068
28.14011683313957
-48.23353311263438
-57.27099285171976
13.88756286584864
-44.46884275290341
-99.89368382160333
-12.26249477291912
-10.6931031481803
-105.1338173779383
-10.57635219233951
-13.75967413102818
-106.1383383623149
-12.7533290630464
-10.98132784616922
-41.07065269828234
38.72087461342046
-54.21789154200201
-38.62694943532545
48.96628012660908
-47.43586017731966
-61.45284413513786
42.28664820604912
-34.90550921969496
-45.55432338950304
45.78224443214247
-44.82330117085637
-48.47747247276692
45.00326137614227
-43.49347995597132
-41.66063911698138
48.39364656924187
-45.41392048729126
-51.36016150488854
10.52053020557403
-41.36730040706355
-74.12992913222432
20.36755136984744
-47.8645392220062
-54.66115102895251
11.79340740308627
-42.44855342452224
-57.81291766698895
36.42564264532002
-43.48501759800762
-37.96175636477648
46.28475494350706
-50.40758929971067
-37.96181815872819
46.28704025082351
-50.41513004858703
-54.20382046348064
34.67977170149791
-48.19793505062362
-40.26112427867334
34.55306619566179
-59.17904474829731
-42.31291678187235
41.13705329107101
-51.45757902636868
-55.72590130212308
47.1228817787861
-35.52908982728708
-50.88185010643225
44.07615003879641
-42.2959202908662
-55.72590130212308
47.1228817787861
-35.52908982728708
-51.65937654487768
39.32375563217042
-44.72920431946045
-51.56792924852896
36.58511338143133
-48.31591430667807
-47.116715021586
46.15844847285808
-43.33342260580144
-43.62783323975851
40.09771242454349
-51.31088253627284
-52.46506821211598
34.72836532753151
-49.84829201701219
-47.12404145781011
46.15729943565029
-43.34612932392277
-47.25325596847675
44.61657036019515
-44.30470473584366
-56.26317786111842
33.68158334512732
-47.28797617768248
-66.80809146346722
39.28154563202127
-34.07461577512777
-62.15584077504892
31.19772735185054
-45.52764636431205
-64.02136147380936
28.77661286591205
-46.26646850453236
-64.51511378025639
26.90200046428333
-47.60368851599863
-51.80830674860795
34.52091910138525
-50.00107727953212
-43.90060415221487
45.6149858878917
-46.33587025551859
-66.7156094743401
43.17146044011891
-30.89313113139453
-43.69401868939814
46.48698131542858
-45.63323908811721
-43.16602281884187
47.05082633906837
-45.71957107009421
-9.865855653368564
-33.39026266284451
35.06842978079139
-18.83516653024091
-32.14779776430176
29.73480929993006
-11.77358722461311
-33.03633148680174
34.55961845951454
-18.57305632673252
-32.72977503017223
29.38480318643202
-10.29726406735127
-34.15228069695408
34.30553496069459
-41.39523436831625
51.87104817207303
-42.62287767432476
-40.09810966990454
41.46765767962879
-52.7947192585231
-37.8829062433307
47.07188923038539
-49.81300969897754
-85.35099079001432
25.79510219997639
-33.04332032092179
-62.65977998583323
31.25327725339623
-44.83113121440023
-69.73821704274471
25.274276177325
-45.17473972553715
-70.88296875270947
32.83760695414644
-34.90805451940937
-63.78992205744586
32.86651955715946
-42.54705144247519
-21.5025174128394
-14.79110338423386
26.72297013127208
8.242025080374042
-18.72984313939857
33.74943087392679
-0.4862438115654928
-29.27686366908143
36.71391575061092
9.03816829891988
-28.31383019473247
34.89785475999875
3.408140393499805
-36.17371773106169
35.49656568622437
-22.10976394032315
-12.96390353696703
24.65332865247294
-21.80600681741551
-5.816137398646454
16.36475063361469
17.33729387806453
-18.75347039110182
27.58806462227881
4.757097575103236
-30.03114479846153
36.94433067771298
-8.158298413921592
-23.50795771216836
35.55250032643572
-14.05010275660524
-27.85569723092252
36.25489216040368
-17.92736982957091
-25.7075652006568
34.07922522277999
-28.63807511698129
-9.80150470091003
16.50464325396945
-29.65627779187157
-49.67628144832812
25.81539608689334
4.164430489945592
-12.89055901227307
35.17956075876998
-3.109243434725566
16.3151299948624
-50.63343728594568
6.150915731202161
-15.46939929299869
34.83314287303144
-11.26399254879188
0.3037706257969691
23.71234587828686
50.26788519125854
-8.270903465719034
-13.69070498108864
-25.91622694894854
-18.25826504552358
26.21369276720247
0.4645200081454814
-22.39131749497172
34.96415396970821
-2.268404659662917
-31.49116040979331
39.0494340611286
8.354687670084868
-6.515827992773916
30.93758521539053
2.773259933762484
-41.51327866801377
29.59012847012835
-0.9221716014777036
-9.594705357736265
35.05011491681925
2.363876999846123
-27.10536747751446
36.0058738631008
-6.245788255300035
0.4079276981034577
24.18060739455675
-3.024894088657876
16.88758646764684
-50.9683007979634
-19.24228127085926
-2.18517662454485
11.42100520006319
51.40758384186309
-0.9383645727578019
-6.286947823900191
-19.74768851036906
-32.18948177587206
28.63438531060272
-16.41941119390215
-25.84656243567165
34.11240666280518
19.63974474909353
51.52601508540535
-90.0381857906725
-48.31986313244195
39.85008369160866
-47.97004155119516
-16.15163466842316
57.86655016904876
-56.82840122606938
-22.1174264888912
52.49139141036617
-57.1194619920803
-7.428797917270163
-9.609218258182601
33.94169855917606
-29.35282423264126
53.09790537284275
-50.80730255806674
0.6889964283674946
-10.63260589300413
35.22087789862506
-0.6875498677601786
22.01611344934355
-57.40833865171365
-16.43305699544537
-16.6709221838771
29.46141540997896
-8.225016809775052
-3.177249390083111
29.55233910760562
-65.91326541446568
-5.469064663604624
-22.34854917566333
-58.80410973492479
-13.71312012287336
-13.56184962633891
7.935959588580753
-33.68520943423932
35.04278170659168
-14.81953870307637
-38.13934849524305
29.4327086380339
50.62590070361675
5.406334761189585
-4.127716353207496
-62.10265387016968
-12.08383925262019
-15.23384705103049
-63.34375958559247
-14.27231799324239
-11.27075505411478
-38.54375625410955
-52.87812429126583
29.71787504393851
51.71485760303455
28.28127986007017
-26.63288401229794
47.91358171947535
12.00711697935784
-6.661657718072196
56.5088483863514
-16.53629876777259
-5.019705992964857
20.12823085864493
-28.67356257130368
27.9030205955009
-4.195682104388206
22.34228950429576
-57.31999554302259
-75.8278880072701
11.20722873808108
-40.83640900569623
18.42094148052729
-42.35061538146068
25.83293489922719
-22.2902345492912
-56.7464334620863
33.51532286147165
4.197450681752767
-19.15838386128121
35.345653986077
-11.21319046329241
-1.930913321177147
26.87170373291762
-5.443437933518092
-23.92677313423585
35.67923076913185
-80.84039033425442
31.60760293119074
-30.28685739323394
-67.51278203108592
28.13428011628319
-42.84730906750865
-4.824606757229572
-30.33593224392637
38.28428026163582
-30.5986742874513
6.542267059114963
-37.05541928770778
8.36723374220384
-12.98086805133151
33.49348915743104
-11.99549317032045
-2.969660770269936
27.18534470908734
2.583288052767309
-40.73109856436028
30.35182203343255
47.36263351110428
7.252331051924025
-10.06894042036777
-47.06274478272096
39.14567960567585
-49.73463697701703
-10.54275629640958
-22.34638023279093
34.43644407150546
9.767717419917835
-37.26039020036485
30.48463791647319
12.84021072249711
-6.02256763577926
26.98804210784314
-19.62285542092764
-24.21031085802109
32.59531243843328
-10.92538426809528
-3.397553885314902
28.5308090085788
-7.09523821379755
-30.78769635957242
38.66393506202337
-3.789484500862958
-15.32592788358567
36.07070309574953
1.427812858217011
-39.00017081117521
32.31786225169051
-10.09614060485714
-16.91326397431198
34.18451887242553
-21.20248923318894
-56.96098670848627
33.54185147919716
0.3917991234632648
-24.80229083321301
36.2612172606572
-23.35892603519986
-56.95073185107906
33.02309680508016
-42.96216733134824
48.54625635661937
-43.76402629466683
-17.94454404222605
56.00374984927387
-57.27357060287626
-33.82507682727679
50.66143029657093
-49.56640002123852
-18.91052785010381
54.09713443648594
-58.49393447856219
-66.45569518323551
42.0927993259107
-30.86289654857113
-6.31539506402131
-25.97015126610039
36.1624465340379
-29.98003784315775
5.650252001102578
-36.79546377376298
-40.90099918206344
13.7332325437722
-45.86276770137808
-13.23605870737765
57.56803306984146
-59.41055966441416
-3.992564909867913
60.03273224499214
-63.95035968318207
-25.7788183845298
-4.247645170043779
9.853458684236703
-10.39634093905332
-9.61129391613995
32.7246072561296
48.15895758345346
2.193155221542453
-11.55383918521826
-2.449478173216349
-11.2049601973297
35.69300773333577
-2.449478173216349
-11.2049601973297
35.69300773333577
-8.265169584956478
-25.03786986318377
36.18013094666781
-28.47063513876483
-56.25522079382194
33.17289616718644
-28.83087208004639
-56.24750313639992
33.24305027106824
-22.4685405380075
-57.39944388571367
34.18910593036662
-3.743127221980692
-8.673342088339362
34.50368179978607
50.26636027064448
0.5342690928752577
-7.900780765247128
-5.867150539110103
-5.624856487512805
32.25411149102356
-6.739346451260068
-46.30273047985008
32.25606391035235
-10.5122672169759
-18.06657409494539
33.67728868465763
-3.862185005449676
-20.77742599131685
35.3576183086099
-16.05596321152884
-7.381283406944241
27.23260884838413
-30.77665740833322
-50.20944999556226
26.63792349964624
-25.07652203222531
-20.11502643683177
28.24627880883546
-8.603876134294415
-26.48780089232533
35.18750803764159
-10.71800830576898
-14.6770905342219
33.77329129288224
3.831073996621277
-25.55283729524049
36.33964398341145
-9.759656001540332
-29.49723672233721
37.85118269824394
1.726863313614058
-9.446579175470672
34.83222665104191
-26.86234553641978
-55.53497067864351
32.37527858954927
21.14050429308752
-22.6265320146995
27.07649339805508
-59.1274592472889
43.06034130220748
-37.7415077455494
-19.61392098423582
56.1033863139885
-55.86397686438427
-5.338830289621707
-29.97081604306612
37.88893117648364
-10.58296539413267
-16.76861010858133
33.88528477070408
56.57264971293908
-24.95366874267899
-8.281177536136935
-3.33112448732083
-38.21794624673038
32.96974155177269
4.083799165083033
-14.23191560408097
35.49351921481708
-44.48265261610295
-7.32844474628854
-21.41079917573698
-30.85319322630708
47.09863635522504
-55.07966001515531
-32.28876082268718
48.06358403084202
-53.24601748110898
-33.43242347888363
51.43759805963456
-49.11312150669936
-36.51445551900321
53.62230826531018
-44.97670672438196
-39.86957990919618
52.34928351599218
-43.36895818807104
-14.47728057691678
57.22851090654645
-58.95007995840526
-52.80202865732581
31.76306276509459
-51.82280925762551
-52.43968389603529
32.85222406439569
-51.12407218437092
-11.97867719724448
62.86157819801225
-55.41831659966288
-32.59752840926216
37.34874246016395
-62.81298693679013
12.84505063001717
70.88306662778253
-67.83419120374788
56.44433330180785
81.11128893320443
-91.59935839043355
-11.96298005675128
-19.92903252027433
32.7189722534722
-9.511752359566712
-2.375344359530999
28.27152891070137
21.89664891460714
-21.72201792996237
25.97881418608883
-25.50602851089336
-4.614974914705712
10.28767740850269
-25.02768093281266
-53.53594518860453
30.07771218362343
56.20153790772334
-16.54661552128056
-5.807752678650724
-29.28671992762959
-51.05899733881559
27.5584602623311
-40.94453009497394
-36.23733396458874
11.41838862294559
-4.24470842651167
-58.79598113249973
33.84709826994672
-1.832757864408132
-39.07121518439339
32.21660794707139
42.72603162941735
75.38399901708291
-86.28444817464583
-3.25837373074485
-19.33277246529317
35.84473490374904
-5.869956967963146
-42.33096939649732
31.05295280067325
54.73678391797655
-12.65027199228129
-6.326414892980453
48.02624158457757
9.477187628962236
-7.455290455991157
51.85118611518909
-8.032625537233537
-9.815721007896785
-16.56145785120827
-27.24695991174608
35.9399868705226
-18.19218346903953
-6.800168554839146
23.93424953649319
50.06142118333761
-3.921883025387588
-11.65664255857926
50.4809804801908
-7.400630908522249
-12.76904701064657
49.01312797514546
-0.7269437308096727
-11.59960756994166
5.434163532933929
48.66137312179221
-82.09963865426565
-51.56042825498466
46.63562594024759
-39.39730071406672
-8.031924888866161
62.97962715075452
-58.80342480040893
-35.37829163674957
35.74578228866562
-62.05145029030155
22.54861363956114
38.85631882542832
-78.02220470416367
-5.071861696536523
66.35310429791369
-58.29215601917588
29.15560374581494
65.27134624199488
-85.07736426317952
-43.9484152968959
-12.3376263162127
-15.75597972139758
-15.91378015314776
61.92335928531308
-54.90260427895885
-14.26848187706727
58.46788819888851
-57.91350149104775
-7.930942940700413
48.99507626363324
-69.93525626363285
-31.54567368580674
22.67392636771071
-56.1145650901212
-12.06690344872318
27.50457559033971
-62.64299455858486
5.105773156240494
-12.78247929544533
34.93350990335858
-33.82939225832225
24.402158179671
-57.45860463468757
43.23790567068689
8.858398248864994
-44.75213075452114
-45.96375312956156
-25.85735867997837
0.03352664868861962
-7.039475448693839
-24.44103067268259
36.47845040387303
-35.94131885415317
16.01705075372578
-48.05146558562205
-1.599484438144594
-23.74958177121104
34.91065282891387
22.56770962399396
-23.57876933732367
27.87954897083007
-46.19006671655154
-26.41735285853994
0.5705073553157898
-39.68821156317371
14.46953649613018
-46.23013876364832
8.285553347092966
-6.089031525337554
29.66528702721958
-22.89263565225516
55.77077427479878
-55.44717922972026
-73.34262306883375
16.53315309456973
-47.08206272348584
-41.06654442883388
14.47859280559607
-45.76959064942525
-66.6750344819054
44.00509106626589
-30.43992203545895
-45.37724620709987
-7.708047069911875
-20.35127297726902
-22.51800375727933
-9.449898272052325
20.41972515817296
-18.27685661044431
53.26197361908446
-59.4716783704687
-104.4828137745893
-8.957356370272862
-15.3908598298825
-50.52562562724474
-4.373155927171625
-24.12609364769445
-35.81986496519408
16.64083858299117
-48.66423118920002
8.568586089433747
-23.59874218152672
33.94022676258765
-59.56441977519048
15.55069154630883
-45.95017143025358
-27.6475932003013
26.03138488396619
-59.58943429557385
13.85702163141626
-6.979873761029027
25.77433257002183
-18.3452030689018
17.95217111641348
-51.090746794857
57.89723696441829
-24.47067168048364
-5.680343041613371
14.98355467364515
-26.73976646531274
32.35434849702457
22.11462879378842
-17.86149538634338
21.80031328954007
2.206925424295545
27.03282993218341
-63.32909266364211
-64.34097154820458
-7.541793939268185
-19.58191301326996
23.08430812939499
-20.5376405670658
24.44451817684982
5.058647627089007
-23.99601792360219
35.02214499451004
34.09638961623845
-46.97405391122257
18.36143534379739
-6.153485357911342
-23.90503492364355
35.922523079795
-2.715686719812299
-7.37840796599741
33.75023482365845
17.61159811693674
47.09724514716971
-86.53043905863268
3.283791952322577
-9.666593641127211
34.24355886831245
-25.3138393235289
-6.995627809157555
12.99816336691854
17.3001777422531
45.36557820414553
-84.75960218357758
2.542724307898808
-7.158736351534786
33.32549597816335
33.82320492681702
41.97914529942381
-81.93228276580687
-11.84870704740302
-7.492126824755141
30.72532658352289
-10.84109321542156
-35.59152085897869
32.70514824639535
-22.22456511039166
-12.98829565974546
24.49670604631075
-11.36335474848611
-22.40685159515767
34.43526179143149
-26.34381305315405
19.26282744321681
-52.51827826876438
-42.99608152074013
11.07890366087232
-42.18089943344363
-5.708791488187028
-7.778897727354863
33.72474249743108
33.12788501353896
43.10705629373547
-84.14452735149449
-30.05494257985251
25.11749481087174
-58.12518712182249
-28.62745056973731
20.35612937471462
-53.32921057825845
5.455727990979715
-35.51537280497897
34.82838151964898
-27.39781401803357
-56.0122563484807
33.06350086555445
12.94115977795988
-8.559355766945766
29.02660328745335
-1.120911796820277
-24.48058484517933
36.08686504157357
-34.97628696682182
-51.55232675330572
28.18455392060707
15.13449858631967
-7.579801252751962
25.28026117816481
-26.59018942228155
-54.91943800941083
31.80771875460726
-72.28994574139546
3.226596079648273
-31.86250211859054
22.52757230839502
43.05150955558192
-81.88197435003109
-52.58034687443782
-6.011857948801663
-23.1823011200429
2.570697607555736
-23.8592437187808
35.06249843338185
-14.87616308065697
-6.119232470568734
27.63099179733874
55.04358987154476
-46.77398306977867
17.85075319419606
-31.71337220291594
18.47593022082937
-51.37287159803458
-22.82076789506626
-0.7810406250630082
5.499025028265589
-25.10685353214163
15.42045973160989
-47.95003133549073
-30.41209161593805
20.19426361319044
-52.90886658303848
14.80201977217084
-27.87990544268278
33.66629287649243
-25.44502955882436
-56.46079323905315
32.25793545780353
-10.20054751256784
0.2570086597950313
24.59618770599083
-1.317502625014191
-58.6872055005048
33.07055420475923
-0.2421293979144952
-30.23348661538935
37.83716815693708
20.34326599549696
-11.09996167761003
18.40797283299703
1.542300107952879
-29.49359251836024
36.7533299642594
-12.70254018800065
-1.009983390842609
24.49678834154722
-21.90930039422719
-22.76364121204224
31.10476081205378
10.9675827070401
-5.768358141575049
28.16950435901378
-27.44174596180821
-56.28933020769524
33.17885422687965
14.04009483467893
